Act Name,Jurisdiction,Category,Procedural Element,Description,Section,Relevancy Scale
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for non-timber production purpose,"(2) Subject to the adjustments under subsection (3), the compensation to which the holder of a non-TFL timber licence is entitled under this section is an amount determined by the minister based on the net income that would be earned on the sale of harvested timber if, during each year of the remaining term of the licence,",235,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for non-timber production purpose,(a) the size of the area from which the timber were harvested were equal to the size of the area that,235,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for non-timber production purpose,"(b) the volume of the harvested timber were equal to the amount calculated by using the formula set out in section 234 (3),",235,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for non-timber production purpose,"(c) the timber were harvested from the relevant harvest profile, and",235,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for non-timber production purpose,(d) the timber were harvested and sold in accordance with established practices.,235,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for other special purposes,"(2) Subject to the adjustments under subsection (3), the compensation to which the holder of a non-TFL timber licence is entitled under this section is an amount determined by the minister based on the net income that would be earned on the sale of harvested timber if, during each year of the remaining term of the licence,",236,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for other special purposes,"(a) the size of the area from which the timber were harvested were equal to the size of the area that is deleted as a result of the particular deletion referred to in subsection (1), as determined by the chief forester under section 186 (1) (b) [impacts on non-TFL timber licence],",236,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for other special purposes,"(b) the volume of the harvested timber were equal to the amount calculated by using the formula set out in section 234 (3) [compensation for non-TFL timber licence for deletion for access purpose] and, for this purpose, the size of the deleted area is the size, in hectares, of the area referred to in paragraph (a) of this subsection,",236,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for other special purposes,"(c) the timber were harvested from the relevant harvest profile, and",236,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for other special purposes,(d) the timber were harvested and sold in accordance with established practices.,236,2
Forest Act,Provincial,Act,Compensation for forest licence for reduction for access purpose,"(2) Subject to the adjustments under subsection (3), the compensation to which the holder of a forest licence is entitled under this section is an amount determined by the minister based on the net income that would be earned on the sale of timber that would be harvested if, during each year of the remaining term of the licence,",238,2
Forest Act,Provincial,Act,Compensation for forest licence for reduction for access purpose,"(a) the volume of timber harvested were equal to that portion of the total compensable AAC that is attributable to the particular reduction referred to in subsection (1) (a),",238,2
Forest Act,Provincial,Act,Compensation for forest licence for reduction for access purpose,"(b) the timber were harvested from the relevant harvest profile, and",238,2
Forest Act,Provincial,Act,Compensation for forest licence for reduction for access purpose,(c) the timber were harvested and sold in accordance with established practices.,238,2
Forest Act,Provincial,Act,Compensation for forest licence for reduction for non-timber production purpose,"(2) Subject to the adjustments under subsection (3), the compensation to which the holder of a forest licence is entitled under this section is an amount determined by the minister based on the net income that would be earned on the sale of timber that would be harvested if, during each year of the remaining term of the licence,",239,2
Forest Act,Provincial,Act,Compensation for forest licence for reduction for non-timber production purpose,"(a) the volume of timber harvested were equal to that portion of the total compensable AAC that is attributable to the particular reduction referred to in subsection (1) (a),",239,2
